proof_id,domain,theorem_name,verdict,location,explanation,score
8134,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8135,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8136,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8137,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8138,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8139,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8140,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8141,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8142,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8143,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8144,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8145,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8146,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8147,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8148,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8149,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8150,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8151,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8152,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8153,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8154,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8155,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8156,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8157,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8158,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8159,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8160,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8161,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8162,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8163,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8164,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8165,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8166,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8167,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8168,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8169,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8170,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8171,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8172,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8173,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8174,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8175,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8176,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8177,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8178,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8179,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8180,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8181,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8182,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8183,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8184,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8185,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8186,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8187,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8188,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8189,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8190,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8191,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8192,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8193,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8194,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8195,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8196,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8197,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8198,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8199,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8200,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8201,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8202,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8203,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8204,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8205,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8206,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8207,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8208,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8209,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8210,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8211,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8212,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8213,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8214,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8215,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8216,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8217,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8218,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8219,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8220,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8221,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8222,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8223,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8224,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8225,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8226,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8227,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8228,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8229,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8230,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8231,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8232,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8233,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8234,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8235,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8236,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8237,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8238,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8239,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8240,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8241,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8242,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8243,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8244,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8245,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8246,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8247,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8248,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8249,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8250,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8251,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8252,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8253,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8254,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8255,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8256,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8257,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8258,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8259,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8260,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8261,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8262,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8263,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8264,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8265,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8266,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8267,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8268,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8269,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8270,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8271,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8272,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8273,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8274,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8275,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8276,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8277,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8278,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8279,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8280,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
